"schema","uuid","id","title","abstract","category","metadatacreationdate","date-publication","keyword","keyword-geonetwork.thesaurus.external.place.regions","contact-originator","geoBox","LegalConstraints","link","format","image","contact-pointOfContact","date-creation","date-revision","contact-resourceProvider","keyword-1","keyword-2","keyword-3","contact-principalInvestigator","contact-custodian","contact-owner","contact-publisher","contact-distributor","keyword-4","keyword-5","keyword-6","keyword-7","contact-author","contact-"
"iso19139","6588498f-fcac-41b9-98d4-3e1338c1b332","37666","RICCAR, MENA Region - TAS - Change in Annual Temperature (RCM Ensemble for near-,mid-,end-century)","This raster dataset provides a representation of the change in the TAS Indicator, Annual Temperature for the Middle East and North Africa Region. The Regional Climate Model (RCM) ensemble adopts the time periods generally used by the Intergovernmental Panel for Climate Change (IPCC) and other regional climate modelling experiments. It runs climate simulations based on three future time periods that are compared with a historical reference period. Available at 50km pixel resolution, for future time periods; Near, Mid and End-century, the raster grids are generated for moderate and high representative concentration pathways (RCPs), climate change scenarios developed by the IPCC for informing global and regional climate modelling work (RCP4.5 and RCP8.5). The adopted time periods are: - Near-Century (2016-2035); - Mid-Century (2046-2065); - End-Century (2081-2100).","dataset","2020-12-02T16:43:28","2019-07-20","Change in Annual Temperature###RICCAR###Climate change###MENA - Middle East North Africa###Arab Region","","/","-26.61999989###75.46001339###-6.81999993###45.10000682","copyright###otherRestictions###","https://rkh.apps.fao.org/catalog/RICCAR/1/RCM_TEMPA_F###https://io.apps.fao.org/geoserver/wms/RICCAR/RCM_TEMPA_F/v2?VERSION=1.1.1","GeoTIFF","https://data.apps.fao.org/map/catalog/srv/api/records/6588498f-fcac-41b9-98d4-3e1338c1b332/attachments/RCM_TEMPA_F.png","","","","","","","","","","","","","","","","","",""
"iso19139","410d5762-20a9-4694-8867-beac87f00e9e","37786","RICCAR: Vulnerability Hotspots - People - Employment Rate for the Agricultural Sector (MENA Region - RCP85 - FF - ~1km)","Part of the Integrated Vulnerability Assessment in the Arab Region, this 1km pixel resolution raster dataset provides a representation of future change in vulnerability hotspots for the People:Employment Rate for the Agricultural Sector sub-sector, in the Middle East and North Africa Region. The raster grid was generated for End-Century time period (2081-2100) and high emission scenario - representative concentration pathway (RCP8.5) - developed by the Intergovernmental Panel on Climate Change (IPCC). Pixel values were classified according to vulnerability level: class 10 the top 10%, class 20 top 20% and class 30 top 30%. Vulnerability is a concept used to express the complex interaction of climate change effects and the susceptibility of a system to its impacts. The integrated vulnerability assessment methodology is based on an understanding of vulnerability as a function of a system’s climate change exposure, sensitivity and adaptive capacity to cope with climate change effects, consistent with the approach put forward by the IPCC in its Fourth Assessment Report (AR4). It adopts the time periods generally used by the IPCC and other regional climate modelling experiments and runs climate simulations based on future time periods that are compared with a historical reference period.","dataset","2019-11-17T17:12:34","2019-08-24","Vulnerability###RICCAR###Climate change###MENA - Middle East North Africa###Arab Region","","/","-17.10153###59.81513666###-1.64570798###37.38762535","copyright###otherRestictions###","https://data.apps.fao.org/static/data/RICCAR/MENA/Vulnerability%20Assessment/People%20-%20Employment%20Rate%20for%20the%20Agricultural%20Sector/Hotspots/End-Century%20(2081-2100)/High%20(RCP85)/VHS_H2O4H_FF_RCP85_Hotspots_Raster.zip###https://io.apps.fao.org/gismgr/api/v1/RICCAR/VHS/wms?service=WMS&VERSION=1.1.1&request=GetCapabilities###https://data.apps.fao.org/static/data/RICCAR/MENA/Vulnerability%20Assessment/People%20-%20Employment%20Rate%20for%20the%20Agricultural%20Sector/Hotspots/End-Century%20(2081-2100)/High%20(RCP85)/VHS_H2O4H_FF_RCP85_Hotspots.tif###https://data.apps.fao.org/static/data/RICCAR/MENA/Vulnerability%20Assessment/People%20-%20Employment%20Rate%20for%20the%20Agricultural%20Sector/Hotspots/End-Century%20(2081-2100)/High%20(RCP85)/VHS_H2O4H_FF_RCP85_Hotspots_Map.pdf###https://data.apps.fao.org/static/data/RICCAR/MENA/Vulnerability%20Assessment/People%20-%20Water%20Available%20for%20Drinking/H2O4H_Impact_Chain.pdf###https://rkh.apps.fao.org/catalog/3/VHS###https://io.apps.fao.org/geoserver/wms","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/410d5762-20a9-4694-8867-beac87f00e9e/thumbnail/vhs_f.png","","","","","","","","","","","","","","","","","",""
"iso19139","9ce8c4c5-32fd-4ebd-bc5b-dc27931b2411","62044","Precipitation Flux - AgERA5 (Global - Annual - ~10km)","Total volume of liquid water (mm3) precipitated over the period 00h-24h local time per unit of area (mm2), per year. Unit: mm year-1. The Precipitation flux variable is part of the Agrometeorological indicators dataset produced by the European Centre for Medium-Range Weather Forecasts (ECMWF) through the Copernicus Climate Change Service (C3S). The Agrometeorological indicators dataset provides daily surface meteorological data for the period from 1979 to present as input for agriculture and agro-ecological studies. This dataset is based on the hourly ECMWF ERA5 data at surface level and is referred to as AgERA5. References: https://doi.org/10.24381/cds.6c68c9bb The Copernicus Climate Change Service (C3S) aims to combine observations of the climate system with the latest science to develop authoritative, quality-assured information about the past, current and future states of the climate in Europe and worldwide. ECMWF operates the Copernicus Climate Change Service on behalf of the European Union and will bring together expertise from across Europe to deliver the service.","dataset","2021-12-20T10:31:56","2021-01-30","Dekadal###Decadal###Agrometeorological indicators###Precipitation flux###Wind speed###Dewpoint temperature###Relative humidity###Temperature###Cloud cover###Liquid precipitation duration fraction###Snow thickness###Snow thickness LW###Solar radiation flux###Solid precipitation duration fraction###Vapour pressure###AQUAMAPS_climate###World","","","-180.00###180.00###-90.00###90.00","copyright###license###License Permission This License is free of charge, worldwide, non-exclusive, royalty free and perpetual. Access to Copernicus Products is given for any purpose in so far as it is lawful, whereas use may include, but is not limited to: reproduction; distribution; communication to the public; adaptation, modification and combination with other data and information; or any combination of the foregoing. Where the Licensee communicates or distributes Copernicus Products to the public, the Licensee shall inform the recipients of the source by using the following or any similar notice: • 'Generated using Copernicus Climate Change Service information [Year]' and/or • 'Generated using Copernicus Atmosphere Monitoring Service information [Year]' More information on Copernicus License in PDF version at https://cds.climate.copernicus.eu/api/v2/terms/static/licence-to-use-copernicus-products.pdf","https://io.apps.fao.org/geoserver/wms/C3S/AGERA5_PF_A/v2?service=WMS&version=1.3.0&request=GetCapabilities","NetCDF-4","https://data.apps.fao.org:/map/catalog/srv/api/records/9ce8c4c5-32fd-4ebd-bc5b-dc27931b2411/attachments/thumbnail8541690434003122838.png","ECMWF Support Portal/","","2021-10-05","","","","","","","","","","","","","","",""
"iso19139","85ddcd57-682a-4931-9a3d-b32bf3df5628","48795","Quality of Normalized Difference Vegetation Index (Africa and Near East - Dekadal - 250m)","The layer gives an indication of the quality of the NDVI input data. It shows whether a valid observation was available for that dekad, and if not, the length of the data gap with the nearest valid observation. The data is provided in near real time from January 2009 to present.","dataset","2022-05-19T14:59:29","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Continental###Autogenerated###Dekadal###Africa and Near East","Africa","FAO-UN/ wapor@fao.org","65.0044644###-30.0044643###-40.0044644###40.0044643","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L1_QUAL_NDVI_D/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/1/L1_QUAL_NDVI_D","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l1_qual_ndvi_d","","","","","","","","","","","","","","","","","",""
"iso19139","6afa5b5b-bb32-4a2a-8592-c2099b6e4d3d","48857","Actual Evapotranspiration and Interception (Africa and Near East - Monthly - 100m)","The actual evapotranspiration and interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month. The data is provided in near real time from January 2009 to present.","dataset","2022-01-27T16:19:46","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_National###Autogenerated###Monthly###Africa and Near East###Benin###Burundi###Egypt###Ethiopia###Ghana###Iraq###Jordan###Kenya###Lebanon###Mali###Morocco###Mozambique###Niger###Palestine###Rwanda###South Sudan###Sudan###Syrian Arab Republic###Tunisia###Uganda###Yemen###Awash Basin###Jordan Basin###Litani Basin###Niger Basin###Nile Basin","Africa","FAO-UN/ wapor@fao.org","65.0044643###-30.0044643###-40.0044643###40.0044643","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L2_AETI_M/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/2/L2_AETI_M","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l2_aeti_m","","","","","","","","","","","","","","","","","",""
"iso19139","3141c4ea-647b-4028-a90b-c1a9219db9fd","48855","Actual EvapoTranspiration and Interception (Africa and Near East - Annual - 100m)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given year. The data is provided in near real time from January 2009 to present.","dataset","2022-01-27T16:19:53","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_National###Autogenerated###Annual###Africa and Near East###Benin###Burundi###Egypt###Ethiopia###Ghana###Iraq###Jordan###Kenya###Lebanon###Mali###Morocco###Mozambique###Niger###Palestine###Rwanda###South Sudan###Sudan###Syrian Arab Republic###Tunisia###Uganda###Yemen###Awash Basin###Jordan Basin###Litani Basin###Niger Basin###Nile Basin","Africa","FAO-UN/ wapor@fao.org","65.0044643###-30.0044643###-40.0044643###40.0044643","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L2_AETI_A/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/2/L2_AETI_A","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l2_aeti_a","","","","","","","","","","","","","","","","","",""
"iso19139","8efccb8e-491e-434b-b9d3-9b540180eeda","37616","RICCAR, MENA Region - Vulnerability Assessment - Sensitivity - Population: Water Consumption per Capita","Part of the Integrated Vulnerability Assessment in the Arab Region, this 1km pixel resolution raster dataset provides a representation of sensitivity to climate change impact for the population dimension indicator – Water Consumption per Capita - in the Middle East and North Africa Region. Vulnerability is a concept used to express the complex interaction of climate change effects and the susceptibility of a system to its impacts. The integrated vulnerability assessment methodology is based on an understanding of vulnerability as a function of a system’s climate change exposure, sensitivity and adaptive capacity to cope with climate change effects, consistent with the approach put forward by the Intergovernmental Panel on Climate Change (IPCC) in its Fourth Assessment Report (AR4). Within this conceptual framework, Sensitivity provides information about the status quo of the physical and natural environment that makes the affected systems particularly susceptible to climate change. Sensitivity indicators were clustered into three dimensions: population, natural, and manmade. Within the vulnerability assessment methodology it is assumed the indicators retain the same values for reference period and future periods. A class value of 1 was assigned to represent a favorable condition (low sensitivity) while a class value of 10 designates an unfavorable condition.","dataset","2019-11-12T09:37:27","2019-08-14","Vulnerability###Sensitivity###RICCAR###Climate change###Water###MENA - Middle East North Africa###Arab Region","","/","-17.10153###59.84847###-1.67487###37.38346334","copyright###otherRestictions###","https://rkh.apps.fao.org/catalog/3/PISPOP###https://io.apps.fao.org/geoserver/wms","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/8efccb8e-491e-434b-b9d3-9b540180eeda/thumbnail/pispop.png","","","","","","","","","","","","","","","","","",""
"iso19139","c56e69e0-f792-44db-9629-d0c4daec7dea","48799","Reference Evapotranspiration (Africa and Near East - Monthly - Approximately 20km)","Reference evapotranspiration (RET) is defined as the evapotranspiration from a hypothetical reference crop and it simulates the behavior of a well-watered grass surface. The value of each pixel represents the total of the daily reference evapotranspiration for that specific month. The data is provided in near real time from January 2009 to present.","dataset","2022-01-31T08:17:14","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Continental###Autogenerated###Monthly###Africa and Near East","Africa","FAO-UN/ wapor@fao.org","64.9953077###-30.0044643###-39.9953437###40.0044643","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L1_RET_M/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/1/L1_RET_M","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l1_ret_m","","","","","","","","","","","","","","","","","",""
"iso19139","fbed6aa4-caaf-4f4b-8ff3-2c486ad261ea","61852","Quality of Normalized Difference Vegetation Index (Awash, Ethiopia - Long term - 30m)","The long-term NDVI quality layer is produced as a summary of the quality for the entire time period (2009 to date). Pixel values indicate the percentage of good NDVI observations over the entire time period. The data is provided in near real time from January 2009 to present.","dataset","2022-01-31T08:27:55","2021","Water###WaPOR###WaPOR_2###WaPOR_2_Subnational###Long term###Ethiopia###Awash","Africa","FAO-UN/ wapor@fao.org","37.93682###43.317855###7.872421###12.124445","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L3_AWA_QUAL_NDVI_LT/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://wapor.apps.fao.org/catalog/WAPOR_2/3/L3_AWA_QUAL_NDVI_LT","TIF","","","","","","","","","","","","","","","","","","",""
"iso19139","75aad96d-8d8a-4f5d-a13b-8b003e7ac911","61235","Transpiration (Muvumba catchment, Rwanda - Dekadal - 30m)","The transpiration (T) data component (dekadal, in mm/day) is the actual transpiration of the vegetation canopy. The value of each pixel represents the average daily actual transpiration for that specific dekad. The data is provided in near real time from January 2015 to present.","dataset","2022-02-01T10:39:06","2021-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Subnational###Dekadal###Africa and Near East###Rwanda###Muvumba","Africa","FAO-UN/ wapor@fao.org","30.22###30.48###-1.69###-1.04","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://WaPOR.apps.fao.org/catalog/WaPOR_2/3/L3_MUV_T_D###https://io.apps.fao.org/geoserver/wms/WAPOR_2/L3_MUV_T_D/v2?service=WMS&version=1.3.0&request=GetCapabilities","TIF","https://data.apps.fao.org:/map/catalog/srv/api/records/75aad96d-8d8a-4f5d-a13b-8b003e7ac911/attachments/thumbnail3281844131772654580.png","","","","","","","","","","","","","","","","","",""
"iso19139","ea98b9a1-4308-43e0-9d3c-fece8d06ee37","52198","Number of Rainy Days (Selenga, Mongolia - Monthly - 500m)","Number of Rainy Days calculated for calculated for the Mongolian Selenga Basin and the Selenga drainage area to Naushki, beyond the boundaries of Mongolia. For every pixel, the number of rainy days in a month is reported. This dataset is created by using daily rainfall data from GPM.","dataset","2022-08-02T09:31:24","2020","Number of Rainy Days###Precipitation###Water Accounting###ADB###Monthly###Selenga river###Selenge###Naushki###Mongolian Selenga Basin###Mongolia","","IHE-Delft/ c.michailovsky@un-ihe.org","87.736###119.91###41.586###52.13","copyright","https://io.apps.fao.org/geoserver/wms/WATER/MNG1_NRD/v2?service=WMS&version=1.3.0&request=GetCapabilities","netCDF","","","","","","","","","","","","","","","","","","",""
"iso19139","5154e6e4-5a2d-4a7b-b0a4-9b18e3ef40c0","52204","Incremental Evapotranspiration (Selenga, Mongolia - Monthly - 500m)","Incremental Evapotranspiration calculated for the Mongolian Selenga Basin and the Selenga drainage area to Naushki, beyond the boundaries of Mongolia. The incremental evapotranspiration (etincr) is the evapotranspriation of blue water, in other words the incremental evapotranspiration is the fraction of the total actual evapotranspiration that is not due to rainfall. The calculation of Incremental Evapotranspiration is based on a pixel-based soil moisture balance model. More information can be found at: https://github.com/wateraccounting/WAPORWA","dataset","2022-08-08T10:36:57","2020","Incremental Evapotranspiration###Evapotranspiration###Evapo-transpiration###Water Accounting###ADB###WaPOR###Monthly###Selenga river###Selenge###Mongolian Selenga Basin###Naushki###Mongolia","","IHE-Delft/ c.michailovsky@un-ihe.org","87.736###119.91###41.586###52.13","license###Creative Commons Attribution-NonCommercial-ShareAlike 3.0 IGO (CC BY-NC- SA 3.0 IGO)","https://io.apps.fao.org/geoserver/wms/WATER/MNG1_ETINCR/v2?service=WMS&version=1.3.0&request=GetCapabilities","netCDF","","","","","","","","","","","","","","","","","","",""
"iso19139","6fc3e10d-5e3f-4943-b08e-727c4c7fae08","48623","Actual EvapoTranspiration and Interception (Office du Niger, Mali - Dekadal - 30m)","The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad. The data is provided in near real time from January 2009 to present.","dataset","2022-02-01T08:25:40","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Subnational###Autogenerated###Dekadal###Africa and Near East###Mali###Office du Niger","Africa","FAO-UN/ wapor@fao.org","192915.00###146385.00###1522185.00###1611615.00","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L3_ODN_AETI_D/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/3/L3_ODN_AETI_D","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l3_odn_aeti_d","","","","","","","","","","","","","","","","","",""
"iso19139","bb631ff0-88fd-11da-a88f-000d939bc5d8","57543","Monthly potential evapotranspiration of Africa for the month of July","Monthly potential evapotranspiration values according to Penman-Monteith method for Africa. Data obtained from the International Institute for Applied Systems Analysis (IIASA).","dataset","2009-04-14T15:40:08","1998-01-01","Africa###Evapotranspiration###Climate###Fishery###Fish farming###Aquaculture###CIFA Technical Paper 32###Africa","","","-17.3###51.1###-34.6###38.2","","http://www.fao.org/docrep/W8522e/W8522E00.htm#TOC###http://cres.anu.edu.au/software/africatxt.htm###http://www.iiasa.ac.at/###https://data.apps.fao.org/map/gsrv/gsrv1/geonetwork/wms?styles=geonetwork_evptr7_3818_style###https://storage.googleapis.com/fao-maps-catalog-data/uuid/bb631ff0-88fd-11da-a88f-000d939bc5d8/resources/evptr7.zip","","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bb631ff0-88fd-11da-a88f-000d939bc5d8/thumbnail/evptr7_s.gif###https://storage.googleapis.com/fao-maps-catalog-data/uuid/bb631ff0-88fd-11da-a88f-000d939bc5d8/large_thumbnail/evptr7.gif","","","","","","","","","","","","","","","","","",""
"iso19139","bc0b229b-26b9-4a9d-a06f-ad6065e1c7f2","37571","RICCAR, MENA Region - Vulnerability Assessment - Sensitivity - Manmade: Road Network","Part of the Integrated Vulnerability Assessment in the Arab Region, this 1km pixel resolution raster dataset provides a representation of Sensitivity to climate change impact for the Manmade dimension indicator – Road Network - in the Middle East and North Africa Region. Vulnerability is a concept used to express the complex interaction of climate change effects and the susceptibility of a system to its impacts. The integrated vulnerability assessment methodology is based on an understanding of vulnerability as a function of a system’s climate change exposure, sensitivity and adaptive capacity to cope with climate change effects, consistent with the approach put forward by the Intergovernmental Panel on Climate Change (IPCC) in its Fourth Assessment Report (AR4). Within this conceptual framework, Sensitivity provides information about the status quo of the physical and natural environment that makes the affected systems particularly susceptible to climate change. Sensitivity indicators were clustered into three dimensions: population, natural, and manmade. Within the vulnerability assessment methodology, it is assumed the indicators retain the same values for reference period and future periods. A class value of 1 was assigned to represent a favorable condition (low sensitivity) while a class value of 10 designates an unfavorable condition.","dataset","2019-08-15T10:24:18","2019-08-15","Vulnerability###Sensitivity###RICCAR###Climate change###infrastructure###MENA - Middle East North Africa###Arab Region","","/","-17.10153###59.84847###-1.67486999###37.38346333","copyright###otherRestictions###","https://rkh.apps.fao.org/catalog/3/PISMM###https://io.apps.fao.org/geoserver/wms","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bc0b229b-26b9-4a9d-a06f-ad6065e1c7f2/thumbnail/pismm.png","","","","","","","","","","","","","","","","","",""
"iso19139","dac88a10-88fd-11da-a88f-000d939bc5d8","32515","Generalized agro-climatic suitability for rainfed production; Aptidao agro-climatico generalizado para producao de culturas em sequeiro","Include: High level of inputs & low level of inputs, Maize, Sorghum, Pearl Millet, Wheat (Sheet 1), High level of inputs & low level of inputs: Soybean, Groundnuts, Cassava, Cotton (Sheet 2).","dataset","2019-11-22T14:52:32","1982-01-01","Climate###Length of Growing Period###Agroclimatic Zones###Land Suitability###Crops###Rainfed Farming###Mozambique","","/","30.21###40.84###-26.86###-10.47","","https://storage.googleapis.com/fao-maps-catalog-data/uuid/dac88a10-88fd-11da-a88f-000d939bc5d8/resources/mozambico-1748-generalized_agro-climatic-land_use-1-8,000,000.jpg","","https://storage.googleapis.com/fao-maps-catalog-data/uuid/dac88a10-88fd-11da-a88f-000d939bc5d8/thumbnail/mozambico-1748-generalized_agro-climatic-land_use-1-8,000,000_s.png###https://storage.googleapis.com/fao-maps-catalog-data/uuid/dac88a10-88fd-11da-a88f-000d939bc5d8/large_thumbnail/mozambico-1748-generalized_agro-climatic-land_use-1-8,000,000.png","FAO - UN AGL Documentation Center/ AGL-Documentation-Centre@fao.org","","","","","","","","","","","","","","","","",""
"iso19139","0083642f-36bd-465f-8e32-3859649ad9b4","48614","Evaporation (Lamego, Mozambique - Annual - 30m)","The Evaporation (E) data component is the actual evaporation of the soil surface. The value of each pixel represents the total annual evaporation for that specific year. The data is provided in near real time from January 2009 to present.","dataset","2022-02-01T08:28:29","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Subnational###Autogenerated###Annual###Africa and Near East###Mozambique###Lamego","Africa","FAO-UN/ wapor@fao.org","654360.00###609000.00###7847000.00###7880000.00","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L3_LAM_E_A/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/3/L3_LAM_E_A","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l3_lam_e_a","","","","","","","","","","","","","","","","","",""
"iso19139","7ca25caf-0a42-489e-ae2f-82e1a97f33b7","57729","Modified Fournier Index (mm) – GAEZ v4 (Global - 5 arc-minutes)","Modified Fournier Index (mm) dataset at about 10 km resolution at the equator, using different climate data source and based on different Representative Concentration Pathways (RCPs) according to the time period as follows: - climate data source CRUTS32 based on historical data for the time period 1981-2010; - climate data source ENSEMBLE based on the Representative Concentration Pathway RCP8.5 for time periods 2041-2070 and 2071-2100. The Modified Fournier Index (mm) dataset is part of the GAEZ v4 Agro-climatic Resources - Moisture Regime sub-theme. For additional information, please refer to the GAEZ v4 Model Documentation.","dataset","2022-10-20T20:26:17","2021-05","climate###moisture###monthly temperature###precipitation###GAEZ v4###Agro-climatic Resources###Moisture Regime###GAEZ v4_theme2###GAEZ v4_theme2_moisture regime###World","","International Institute for Applied Systems Analysis (IIASA)/ fisher@iiasa.ac.at","-180.00###180.00###-90.00###90.00","copyright###otherRestictions###GAEZ v4 Disclaimer at https://gaez.fao.org/pages/disclaimer","http://www.fao.org/3/cb4744en/cb4744en.pdf###https://io.apps.fao.org/geoserver/wms/GAEZ_V4/RES01_RFM/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://gaez.fao.org/","GeoTIFF","https://data.apps.fao.org:/map/catalog/srv/api/records/7ca25caf-0a42-489e-ae2f-82e1a97f33b7/attachments/Figure%206%E2%80%916.png","","","","","","","","","","","","","","","","","",""
"iso19139","8cd75d8b-bb8b-41e7-b67b-ec6292509670","37596","RICCAR, MENA Region - CDD - Seasonal Maximum Length of Dry Spell (Global Climate Models 1951 to 2100)","This raster dataset provides a representation of the extreme precipitation index seasonal CDD – Seasonal maximum length of dry spell (Maximum number of consecutive days when daily precipitation < 1mm ) - in the Middle East and North Africa Region, 1951-2100 period. The climate change projections use global climate models/global circulation models (GCMs). These are numerical models that combine physical processes on the land surface and in the ocean, atmosphere and cryosphere to simulate the response of the global climate system to increasing greenhouse-gas concentrations. The 50km pixel resolution raster grids are provided for three of the four representative concentration pathways (RCPs), climate change scenarios developed by IPCC for informing global and regional climate modelling work, namely; low, moderate and high (RCP2.6 /4.5 /8.5) and generated for each of the GCMs: - CNRM-CM5 System Model; - EC-EARTH System Model; - NOAA-GFDL-GFDL-ESM2M System Model. Four seasons are defined as: 1 - December-January-February; 2 - March-April-May; 3 - June-July-August; 4 - September-October-November.","dataset","2020-02-15T14:20:24","2019-07-24","Climate###Precipitation###RICCAR###Climate change###HiH_Precipitation###MENA - Middle East and North Africa###Arab Region","","/","-26.61999989###75.46001339###-6.81999993###45.10000682","copyright###otherRestictions###","https://rkh.apps.fao.org/catalog/1/ECI_CDDS###https://io.apps.fao.org/geoserver/wms","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/8cd75d8b-bb8b-41e7-b67b-ec6292509670/thumbnail/eci_cdd_s.png","","","","","","","","","","","","","","","","","",""
"iso19139","c9eda8b0-88fd-11da-a88f-000d939bc5d8","48049","Global temperature growing periods","The Food and Agriculture Organization of the United Nations (FAO) with the collaboration of the International Institute for Applied Systems Analysis (IIASA), has developed a system that enables rational land-use planning on the basis of an inventory of land resources and evaluation of biophysical limitations and potentials. This is referred to as the Agro-ecological Zones (AEZ) methodology.","dataset","2019-11-22T10:21:48","","temperature###growth period###climate###agroecological zones###agroclimatology###Tag_LUS###Tag_land###World","","FAO-UN - AGLL (ex-FAO Land and Water Division)/ land-and-water@fao.org###International Institute for Applied Systems Analysis (IIASA)/","-180###180###-90###90","","http://webarchive.iiasa.ac.at/Research/LUC/GAEZ/index.htm###http://www.fao.org/nr/land/pubs/digital-media-series/en/###https://storage.googleapis.com/fao-maps-catalog-data/uuid/c9eda8b0-88fd-11da-a88f-000d939bc5d8/resources/69.zip###https://data.apps.fao.org/map/gsrv/gsrv1/geonetwork/wms?styles=geonetwork_plate04_69_style","","https://storage.googleapis.com/fao-maps-catalog-data/uuid/c9eda8b0-88fd-11da-a88f-000d939bc5d8/thumbnail/69_s.gif###https://storage.googleapis.com/fao-maps-catalog-data/uuid/c9eda8b0-88fd-11da-a88f-000d939bc5d8/large_thumbnail/69.gif","","2000-05-01","","","","","","","","","","","","","","","",""
"iso19139","c4699c50-88fd-11da-a88f-000d939bc5d8","19632","Average annual rainfall in Northeast Africa.","Average annual rainfall in Djibouti, Eritrea, Ethiopia, Kenya, Somalia, Sudan and Uganda.","dataset","2019-11-22T10:35:57","","Horn of Africa###Northeast Africa###Africa","","FAO-UN - ex-FAO Agrometeorology Group of Sustainable Development Department/","21.78###51.50###-4.73###23.50","","","","https://storage.googleapis.com/fao-maps-catalog-data/uuid/c4699c50-88fd-11da-a88f-000d939bc5d8/large_thumbnail/45.gif###https://storage.googleapis.com/fao-maps-catalog-data/uuid/c4699c50-88fd-11da-a88f-000d939bc5d8/thumbnail/45_s.gif","FAO-UN - Climate and Environment Division (CBC)/ Hideki.Kanamaru@fao.org","1994-05-","","","precipitation###Tag_climate","climate","","","","","","","","","","","",""
